dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.Year
REDD-SUA-MIOMBOWOODLAND-16466,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16429,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16475,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16478,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16465,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16492,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16411,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16530,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16440,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16504,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16443,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16394,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16362,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16471,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16423,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16424,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16473,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16486,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16476,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16350,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16404,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16426,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16435,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16469,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16456,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16436,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16400,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16390,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16414,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16495,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16406,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16374,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16458,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16444,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16397,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16449,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16398,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16405,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16364,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16441,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16479,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16346,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16445,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16366,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16325,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16410,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16467,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16438,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16403,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16419,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16386,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16377,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16370,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16409,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16329,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16373,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16451,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16412,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16361,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16422,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16368,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16425,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16416,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16415,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16430,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16383,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16363,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16446,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16340,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16376,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16331,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16421,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16355,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16393,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16334,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16311,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16378,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16356,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16395,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16288,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16327,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16391,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16413,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16344,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16303,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16338,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16347,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16402,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16353,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16381,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16387,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16326,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16418,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16392,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16330,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16352,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16365,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16273,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16385,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16369,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16314,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16339,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16367,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16309,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16289,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16321,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16258,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16389,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16342,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16337,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16357,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16317,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16349,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16324,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16372,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16308,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16306,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16343,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16358,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16305,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16341,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16332,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16354,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16285,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16318,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16295,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16348,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16251,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16253,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16360,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16287,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16228,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16345,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16276,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16293,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16310,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16351,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16278,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16299,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16315,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16307,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16320,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16279,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16283,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16322,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16304,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16328,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16290,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16333,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16274,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16277,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16296,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16275,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16319,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16218,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16255,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16286,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16323,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16197,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16249,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16231,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16267,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16302,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16280,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16284,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16271,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16260,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16282,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16297,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16262,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16257,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16291,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16269,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16252,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16243,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16264,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16316,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16180,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16229,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16245,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16301,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16292,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16256,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16248,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16158,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16241,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16199,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16266,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16261,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16263,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16224,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16270,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16244,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16217,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16268,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16227,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16250,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16272,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16240,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16220,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16232,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16223,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16221,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16237,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16219,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16165,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16202,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16294,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16236,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16154,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16149,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16254,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16233,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16238,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16211,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16183,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16235,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16190,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16216,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16226,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16203,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16213,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16205,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16242,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16191,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16201,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16179,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16259,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16225,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16200,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16195,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16172,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16209,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16152,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16115,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16155,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16230,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16173,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16116,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16176,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16215,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16169,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16214,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16208,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16206,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16182,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16163,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16178,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16193,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16140,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16161,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16174,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16171,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16239,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16164,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16222,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16166,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16123,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16120,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16079,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16184,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16148,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16150,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16204,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16146,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16151,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16175,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16139,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16157,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16104,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16159,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16177,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16168,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16162,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16141,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16210,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16133,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16137,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16112,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16170,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16125,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16147,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16086,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16070,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16121,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16189,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16060,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16085,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16143,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16105,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16156,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16144,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16122,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16142,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16160,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16111,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16127,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16181,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16109,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16102,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16090,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16131,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16114,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16083,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16100,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16167,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16030,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16108,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16064,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16138,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16134,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16092,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16124,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16061,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16098,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16153,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16055,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16088,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16117,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16113,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16087,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16103,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16129,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16044,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16069,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16059,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16096,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16091,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16074,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16095,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16145,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16101,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15999,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16072,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16084,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16080,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16047,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16037,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16089,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16035,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16097,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16073,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16062,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16075,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16128,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16015,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16049,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16099,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16082,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16034,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16040,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16076,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16077,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16033,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16063,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16048,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16025,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16067,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15960,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16057,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16045,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16050,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16126,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16012,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16094,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16051,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16065,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16028,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16039,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16071,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16009,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16041,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16038,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16052,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16036,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16022,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15998,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16068,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16011,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16021,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16029,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15942,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16016,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16053,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15995,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16066,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16008,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16026,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16106,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15992,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15978,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16054,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15997,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16043,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16027,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15991,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16018,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16013,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15982,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16017,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15910,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16056,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16010,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16020,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15985,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16003,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15977,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16005,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15993,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16014,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16081,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16031,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16023,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16046,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15989,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15966,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15976,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16006,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15990,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15949,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15940,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16002,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15996,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15963,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15971,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15987,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15994,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15984,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16024,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15887,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16004,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15956,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15967,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15955,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16000,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-15958,,,,,,,1
